Symbol,Price~,"Exp Date",Strike,Moneyness,Bid,"BE (Bid)",BE%,Volume,"Open Int",IV,Delta,"OTM Prob","Ptnl Rtn","Ann Rtn",Time
NVDA,141.24,2024-12-20,134.00,-5.13%,8.9,125.1,12.90%,132,3253,55.12%,0.367181,59.31%,7.1%,43.3%,"10:44 ET"
AMD,156.3,2024-11-01,140.00,-10.43%,1.8,138.2,13.10%,222,2407,66.58%,0.178384,82.97%,1.3%,43.2%,"10:45 ET"
BABA,100.89,2024-11-01,97.00,-3.86%,1.24,95.76,5.36%,281,3090,40.82%,0.290439,71.05%,1.3%,43.0%,"10:39 ET"
AMZN,188.52,2024-11-01,177.50,-5.85%,2.25,175.25,7.57%,468,1019,48.13%,0.235313,76.45%,1.3%,42.6%,"10:44 ET"
TSLA,219.65,2024-11-01,200.00,-8.95%,2.53,197.47,11.23%,2783,3945,62.16%,0.187401,80.75%,1.3%,42.5%,"10:44 ET"
OZK,43.66,2024-11-15,42.50,-2.66%,1.2,41.3,5.71%,259,1006,39.33%,0.366362,60.32%,2.9%,42.4%,"10:16 ET"
PLTR,42.93,2024-11-22,38.00,-11.48%,1.36,36.64,17.17%,191,741,68.68%,0.240789,72.57%,3.7%,42.3%,"10:39 ET"
TSM,202.5,2024-11-01,195.00,-3.70%,2.44,192.56,5.16%,129,460,37.17%,0.290615,72.07%,1.3%,42.0%,"10:39 ET"
NVDA,141.24,2024-11-01,132.00,-6.54%,1.64,130.36,8.35%,705,2114,49.61%,0.226551,78.39%,1.3%,41.7%,"10:45 ET"
PLTR,42.93,2024-12-20,40.00,-6.83%,2.56,37.44,14.66%,252,3609,59.34%,0.334605,61.56%,6.8%,41.6%,"10:37 ET"
NVDA,141.24,2024-11-15,132.00,-6.54%,3.65,128.35,10.04%,412,6967,50.34%,0.294732,69.62%,2.8%,41.5%,"10:42 ET"
NVDA,141.24,2024-11-22,127.00,-10.08%,4.45,122.55,15.25%,113,935,62.64%,0.260348,71.67%,3.6%,41.4%,"10:43 ET"
TSLA,219.65,2024-11-08,200.00,-8.95%,4,196,12.07%,372,1461,59.34%,0.225281,76.15%,2.0%,41.4%,"10:44 ET"
BA,161.57,2024-11-15,155.00,-4.07%,4.25,150.75,7.18%,364,3703,43.79%,0.330369,64.14%,2.8%,41.2%,"10:41 ET"
GE,193.78,2024-11-15,190.00,-1.95%,5.2,184.8,4.86%,1574,411,33.91%,0.405381,58.78%,2.8%,41.1%,"10:41 ET"
NVDA,141.24,2025-01-17,138.00,-2.29%,12.35,125.65,12.41%,155,2000,52.08%,0.412924,53.62%,9.8%,40.8%,"10:45 ET"
CI,321.82,2024-11-15,310.00,-3.67%,8.4,301.6,6.70%,179,436,46.54%,0.334422,62.07%,2.8%,40.7%,"10:38 ET"
SMCI,47.92,2024-11-15,37.00,-22.79%,1,36,33.11%,1116,4401,103.18%,0.14135,83.09%,2.8%,40.6%,"10:29 ET"
INTC,22.59,2024-12-20,21.00,-7.04%,1.31,19.69,14.73%,205,21051,56.27%,0.341149,62.55%,6.7%,40.5%,"10:44 ET"
SRPT,127.86,2024-11-15,120.00,-6.15%,3.2,116.8,9.47%,370,1187,53.33%,0.29034,67.53%,2.7%,40.0%,"10:44 ET"
CRH,92.74,2024-11-15,90.00,-2.95%,2.4,87.6,5.87%,1002,2249,39.29%,0.368596,61.47%,2.7%,40.0%,"10:40 ET"
PLTR,42.93,2024-11-15,37.00,-13.81%,0.98,36.02,19.18%,243,12062,74.05%,0.194281,77.85%,2.7%,39.7%,"10:44 ET"
TSLA,219.65,2024-12-20,210.00,-4.39%,12.85,197.15,11.41%,151,7706,50.62%,0.371631,58.66%,6.5%,39.7%,"10:43 ET"
NVDA,141.24,2024-12-20,132.00,-6.54%,8.05,123.95,13.95%,246,5305,55.24%,0.34211,61.87%,6.5%,39.5%,"10:39 ET"
PAAS,25.42,2025-01-17,25.00,-1.65%,2.15,22.85,11.25%,603,651,48.14%,0.434106,52.81%,9.4%,39.0%,"10:42 ET"
NFLX,762.67,2024-11-01,750.00,-1.66%,8.7,741.3,2.88%,306,867,26.76%,0.36666,64.08%,1.2%,38.9%,"10:44 ET"
UPS,133.41,2024-11-15,130.00,-2.56%,3.35,126.65,5.34%,2060,2067,37.48%,0.367277,60.41%,2.6%,38.6%,"10:36 ET"
NVDA,141.24,2024-11-08,130.00,-7.96%,2.42,127.58,10.71%,784,4624,52.85%,0.237463,76.01%,1.9%,38.5%,"10:43 ET"
TSLA,219.65,2025-01-17,215.00,-2.12%,18.2,196.8,11.61%,133,3630,49.78%,0.411506,53.49%,9.2%,38.4%,"10:42 ET"
LRCX,72.77,2024-12-20,70.00,-3.81%,4.15,65.85,10.51%,134,1497,47.38%,0.384203,58.01%,6.3%,38.3%,"10:41 ET"
PLTR,42.93,2024-11-01,40.50,-5.66%,0.46,40.04,7.22%,465,1053,46.44%,0.23009,76.51%,1.1%,38.1%,"10:44 ET"
FCX,48.11,2024-11-15,46.00,-4.39%,1.17,44.83,7.32%,153,1340,42.64%,0.323421,65.61%,2.6%,38.1%,"10:39 ET"
APH,67.32,2024-11-15,65.00,-3.45%,1.65,63.35,6.27%,476,9654,38.57%,0.352422,63.59%,2.6%,38.0%,"10:42 ET"
NVDA,141.24,2025-01-17,136.00,-3.71%,11.4,124.6,13.35%,418,4567,52.16%,0.39023,55.87%,9.1%,37.9%,"10:42 ET"
TSLA,219.65,2024-11-15,200.00,-8.95%,5,195,12.64%,1462,21049,56.31%,0.243651,73.76%,2.6%,37.4%,"10:44 ET"
SMCI,47.92,2024-12-20,38.00,-20.70%,2.2,35.8,33.85%,133,2673,86.00%,0.201378,74.71%,6.1%,37.4%,"10:33 ET"
AVGO,181.25,2024-12-20,174.00,-4.00%,10,164,10.52%,101,1170,45.27%,0.390526,58.80%,6.1%,37.1%,"10:08 ET"
AVGO,181.25,2024-11-01,170.00,-6.21%,1.87,168.13,7.80%,367,1536,43.89%,0.230023,79.98%,1.1%,36.9%,"10:44 ET"
PFE,29.08,2024-11-08,28.00,-3.71%,0.5,27.5,5.75%,155,1571,37.66%,0.311289,67.46%,1.8%,36.9%,"10:41 ET"
UBER,80.11,2024-11-15,75.00,-6.38%,1.83,73.17,9.48%,112,7368,48.05%,0.276688,69.99%,2.5%,36.5%,"10:21 ET"
NVDA,141.24,2025-01-17,135.00,-4.42%,10.9,124.1,13.81%,225,5136,52.18%,0.379112,57.00%,8.8%,36.4%,"10:43 ET"
NVDA,141.24,2024-11-01,131.00,-7.25%,1.42,129.58,9.00%,922,3670,49.74%,0.201398,80.83%,1.1%,36.4%,"10:45 ET"
QCOM,169.26,2024-12-20,165.00,-2.52%,9.3,155.7,8.71%,104,1264,41.33%,0.417114,56.04%,6.0%,36.3%,"10:40 ET"
NVDA,141.24,2024-11-22,125.00,-11.50%,3.85,121.15,16.58%,269,4569,62.52%,0.232978,74.53%,3.2%,36.2%,"10:40 ET"
NVDA,141.24,2024-12-20,130.00,-7.96%,7.3,122.7,15.11%,901,20294,55.40%,0.317559,64.40%,5.9%,36.2%,"10:44 ET"
GOOGL,164.31,2024-11-01,155.00,-5.67%,1.66,153.34,7.15%,219,1815,43.98%,0.225682,77.76%,1.1%,35.9%,"10:44 ET"
GM,49.17,2024-11-15,47.00,-4.41%,1.12,45.88,7.17%,110,3328,40.49%,0.315225,66.49%,2.4%,35.6%,"10:35 ET"
OXY,51.71,2024-11-01,51.00,-1.37%,0.54,50.46,2.48%,183,604,26.62%,0.339754,61.76%,1.1%,35.5%,"10:38 ET"
NVDA,141.24,2025-01-17,134.00,-5.13%,10.45,123.55,14.32%,121,4010,52.25%,0.368071,58.12%,8.5%,35.1%,"10:39 ET"
NVDA,141.24,2024-11-15,130.00,-7.96%,3.05,126.95,11.26%,4719,26972,50.80%,0.257487,73.36%,2.4%,35.1%,"10:44 ET"
AAPL,235.67,2024-11-01,230.00,-2.41%,2.4,227.6,3.55%,1651,5998,29.79%,0.303201,68.12%,1.1%,35.0%,"10:44 ET"
TSLA,219.65,2024-11-01,197.50,-10.08%,2.06,195.44,12.39%,161,268,62.51%,0.158868,83.63%,1.1%,35.0%,"10:41 ET"
NVDA,141.24,2024-11-08,129.00,-8.67%,2.18,126.82,11.37%,110,715,53.17%,0.218726,77.87%,1.7%,34.9%,"10:40 ET"
MSFT,417.27,2024-11-15,410.00,-1.74%,9.55,400.45,4.20%,131,7188,29.35%,0.403273,59.05%,2.4%,34.8%,"10:43 ET"
TSLA,219.65,2024-11-22,200.00,-8.95%,5.85,194.15,13.13%,318,1038,54.41%,0.256623,71.96%,3.0%,34.4%,"10:41 ET"
MSFT,417.27,2024-11-01,400.00,-4.14%,4.1,395.9,5.40%,154,3782,36.16%,0.25496,74.96%,1.0%,34.4%,"10:43 ET"
AMZN,188.52,2024-11-15,180.00,-4.52%,4.1,175.9,7.17%,408,13743,39.24%,0.314673,67.38%,2.3%,34.0%,"10:44 ET"
GILD,86.38,2024-11-15,85.00,-1.60%,1.93,83.07,3.98%,144,1630,28.85%,0.405832,58.45%,2.3%,33.9%,"10:39 ET"
SMCI,47.92,2025-01-17,38.00,-20.70%,2.85,35.15,36.33%,103,2724,81.32%,0.216049,71.93%,8.1%,33.6%,"10:24 ET"
PLTR,42.93,2025-01-17,40.00,-6.83%,3,37,16.03%,139,4398,54.94%,0.337562,60.34%,8.1%,33.6%,"10:43 ET"
AMD,156.3,2024-11-15,140.00,-10.43%,3.15,136.85,14.21%,229,15943,56.76%,0.224505,77.08%,2.3%,33.6%,"10:44 ET"
DXCM,73.14,2024-12-20,65.00,-11.13%,3.4,61.6,18.73%,418,504,61.75%,0.270616,68.13%,5.5%,33.6%,"10:14 ET"
MRNA,54.03,2024-12-20,45.00,-16.71%,2.34,42.66,26.65%,1005,301,72.45%,0.223389,73.32%,5.5%,33.4%,"10:42 ET"
ADBE,498.4,2024-11-15,490.00,-1.69%,10.9,479.1,4.03%,116,1362,29.30%,0.400079,58.77%,2.3%,33.2%,"10:40 ET"
ARM,152.82,2024-12-20,130.00,-14.93%,6.65,123.35,23.89%,230,4844,68.42%,0.235821,72.01%,5.4%,32.8%,"10:37 ET"
NVDA,141.24,2024-11-15,129.00,-8.67%,2.82,126.18,11.94%,456,7013,51.12%,0.24018,75.10%,2.2%,32.6%,"10:43 ET"
NVDA,141.24,2024-11-29,125.00,-11.50%,4.2,120.8,16.92%,139,1578,59.19%,0.238902,73.61%,3.5%,32.5%,"10:44 ET"
NFLX,762.67,2024-11-15,755.00,-1.01%,16.4,738.6,3.26%,101,321,25.81%,0.431185,55.95%,2.2%,32.4%,"10:41 ET"
BABA,100.89,2024-11-15,95.00,-5.84%,2.06,92.94,8.55%,398,12660,42.36%,0.283982,70.63%,2.2%,32.4%,"10:40 ET"
AMZN,188.52,2024-11-01,175.00,-7.17%,1.68,173.32,8.77%,536,4416,48.55%,0.188244,81.14%,1.0%,32.2%,"10:43 ET"
JD,39.65,2024-12-20,37.00,-6.68%,1.85,35.15,12.80%,105,1355,48.83%,0.326755,63.66%,5.3%,32.0%,"10:34 ET"
FRO,21.9,2024-11-15,21.00,-4.11%,0.45,20.55,6.57%,105,937,37.73%,0.331563,66.46%,2.2%,32.0%,"10:20 ET"
SAP,230.21,2024-11-15,220.00,-4.44%,4.7,215.3,6.93%,474,320,37.47%,0.313802,67.82%,2.2%,31.9%,"10:40 ET"
NVDA,141.24,2024-11-08,128.00,-9.37%,1.97,126.03,12.07%,264,1795,53.50%,0.201021,79.63%,1.6%,31.7%,"10:43 ET"
NVDA,141.24,2024-11-01,130.00,-7.96%,1.23,128.77,9.68%,4137,18742,50.27%,0.17963,82.90%,1.0%,31.7%,"10:45 ET"
MU,110.03,2025-01-17,105.00,-4.57%,7.45,97.55,12.79%,144,9356,46.99%,0.377444,58.04%,7.6%,31.7%,"10:42 ET"
PLTR,42.93,2024-11-15,36.00,-16.14%,0.76,35.24,21.82%,234,6156,74.40%,0.158654,81.71%,2.2%,31.5%,"10:44 ET"
TSM,202.5,2024-11-08,190.00,-6.17%,2.88,187.12,8.22%,273,1728,42.59%,0.247188,74.97%,1.5%,31.2%,"10:39 ET"
TSLA,219.65,2024-11-29,200.00,-8.95%,6.45,193.55,13.48%,125,386,52.10%,0.263745,70.89%,3.3%,31.2%,"10:41 ET"
PFE,29.08,2024-11-01,28.00,-3.71%,0.26,27.74,4.83%,208,3997,34.20%,0.253153,73.81%,0.9%,31.1%,"10:43 ET"
TSM,202.5,2025-01-17,200.00,-1.23%,13.9,186.1,8.81%,103,546,39.65%,0.432171,52.54%,7.5%,31.0%,"10:32 ET"
BA,161.57,2024-11-01,150.00,-7.16%,1.38,148.62,8.71%,360,4274,50.27%,0.179195,80.27%,0.9%,30.8%,"10:39 ET"
PLTR,42.93,2024-12-20,38.00,-11.48%,1.83,36.17,18.69%,113,4376,59.94%,0.261724,69.21%,5.1%,30.8%,"10:40 ET"
COF,157.22,2024-12-20,155.00,-1.41%,7.4,147.6,6.52%,253,269,36.13%,0.413252,53.87%,5.0%,30.5%,"10:32 ET"
DVN,40.44,2024-12-20,40.00,-1.09%,1.9,38.1,6.14%,102,2239,33.98%,0.432193,53.16%,5.0%,30.3%,"10:42 ET"
PLTR,42.93,2024-11-01,40.00,-6.83%,0.36,39.64,8.30%,331,5442,47.21%,0.189573,80.58%,0.9%,30.1%,"10:44 ET"
NVDA,141.24,2025-01-17,130.00,-7.96%,8.8,121.2,16.53%,2179,34602,52.59%,0.324403,62.59%,7.3%,30.1%,"10:42 ET"
NVDA,141.24,2024-11-15,128.00,-9.37%,2.58,125.42,12.61%,266,6128,51.29%,0.223038,76.83%,2.1%,30.0%,"10:44 ET"
NVDA,141.24,2024-12-20,126.00,-10.79%,5.9,120.1,17.60%,141,4325,55.95%,0.270613,69.26%,4.9%,29.9%,"10:33 ET"
VSCO,28,2024-11-15,25.00,-10.71%,0.5,24.5,14.29%,139,355,58.07%,0.196276,77.21%,2.0%,29.8%,"10:23 ET"
NVDA,141.24,2024-11-22,122.00,-13.62%,3.1,118.9,18.79%,536,1207,63.31%,0.19704,78.27%,2.6%,29.7%,"10:45 ET"
TSLA,219.65,2025-01-17,205.00,-6.67%,13.7,191.3,14.82%,108,2224,50.14%,0.337036,61.04%,7.2%,29.7%,"10:22 ET"
DIS,97.11,2024-11-08,95.00,-2.17%,1.37,93.63,3.72%,161,841,27.30%,0.348333,64.15%,1.5%,29.7%,"10:09 ET"
AAPL,235.67,2024-11-08,230.00,-2.41%,3.3,226.7,3.96%,271,1974,28.62%,0.32973,64.92%,1.5%,29.5%,"10:40 ET"
CRWD,314.7,2025-01-17,300.00,-4.67%,19.85,280.15,12.33%,115,2714,45.31%,0.369881,58.51%,7.1%,29.4%,"10:20 ET"
SMCI,47.92,2024-11-08,35.00,-26.96%,0.5,34.5,38.90%,1149,723,113.74%,0.08894,89.32%,1.4%,29.4%,"10:40 ET"
QCOM,169.26,2024-11-01,160.00,-5.47%,1.4,158.6,6.72%,194,686,37.62%,0.219068,80.55%,0.9%,29.3%,"10:44 ET"
PFE,29.08,2024-11-15,28.00,-3.71%,0.55,27.45,5.94%,122,17284,33.41%,0.317783,66.74%,2.0%,29.3%,"10:39 ET"
NFLX,762.67,2024-11-15,750.00,-1.66%,14.7,735.3,3.72%,162,631,26.18%,0.39357,59.66%,2.0%,29.2%,"10:36 ET"
DAL,55.19,2024-11-15,52.50,-4.87%,1.02,51.48,7.21%,299,3227,38.43%,0.291929,69.04%,2.0%,28.9%,"10:31 ET"
AMZN,188.52,2024-11-22,180.00,-4.52%,4.45,175.55,7.39%,153,417,36.97%,0.32043,66.37%,2.5%,28.9%,"10:40 ET"
NVDA,141.24,2025-01-17,129.00,-8.67%,8.4,120.6,17.11%,178,3837,52.64%,0.313724,63.71%,7.0%,28.9%,"10:15 ET"
TSLA,219.65,2024-11-01,195.00,-11.22%,1.68,193.32,13.62%,419,1606,63.03%,0.133892,86.17%,0.9%,28.8%,"10:44 ET"
UAL,74.33,2024-11-15,70.00,-5.83%,1.35,68.65,8.27%,376,5576,39.54%,0.270526,71.91%,2.0%,28.7%,"10:44 ET"
UAL,74.33,2024-11-01,70.00,-5.83%,0.6,69.4,7.10%,250,1855,42.23%,0.197103,79.35%,0.9%,28.7%,"10:44 ET"
TSLA,219.65,2024-12-20,200.00,-8.95%,9,191,15.00%,301,10598,51.03%,0.28628,67.47%,4.7%,28.7%,"10:40 ET"
TSLA,219.65,2024-11-15,195.00,-11.22%,3.75,191.25,14.85%,253,5258,57.03%,0.195522,78.74%,2.0%,28.6%,"10:44 ET"
CPRI,42.11,2025-01-17,22.50,-46.57%,1.45,21.05,100.05%,100,11235,126.52%,0.08992,84.35%,6.9%,28.6%,"10:22 ET"
GOOG,166.05,2024-11-01,155.00,-6.65%,1.31,153.69,8.04%,258,1231,43.86%,0.186374,81.71%,0.9%,28.3%,"10:40 ET"
OXY,51.71,2024-11-15,50.00,-3.31%,0.95,49.05,5.42%,105,15520,33.49%,0.312928,64.94%,1.9%,28.3%,"10:34 ET"
NVDA,141.24,2024-12-20,125.00,-11.50%,5.55,119.45,18.24%,769,20644,55.93%,0.258946,70.49%,4.6%,28.3%,"10:44 ET"
MMM,134.89,2024-11-15,125.00,-7.33%,2.34,122.66,9.97%,134,3618,46.16%,0.243327,73.58%,1.9%,27.9%,"10:30 ET"
AVGO,181.25,2025-01-17,172.00,-5.10%,10.8,161.2,12.44%,133,807,43.16%,0.369589,59.76%,6.7%,27.8%,"10:16 ET"
NVDA,141.24,2024-11-01,129.00,-8.67%,1.07,127.93,10.40%,665,1935,50.62%,0.158925,84.88%,0.8%,27.8%,"10:45 ET"
NVDA,141.24,2024-11-15,127.00,-10.08%,2.36,124.64,13.32%,893,7876,51.72%,0.207553,78.38%,1.9%,27.6%,"10:42 ET"
WFC,64.42,2024-11-15,62.50,-2.98%,1.16,61.34,5.02%,686,6273,31.97%,0.320722,64.12%,1.9%,27.6%,"10:41 ET"
NEP,25.83,2025-01-17,25.00,-3.21%,1.55,23.45,10.15%,149,2032,35.12%,0.433917,57.51%,6.6%,27.4%,"10:43 ET"
TSM,202.5,2024-11-15,190.00,-6.17%,3.5,186.5,8.58%,136,3124,40.40%,0.265029,72.66%,1.9%,27.4%,"10:42 ET"
MSTR,213.05,2024-11-01,160.00,-24.90%,1.31,158.69,34.26%,112,2752,119.04%,0.066403,91.71%,0.8%,27.4%,"10:39 ET"
BA,161.57,2024-11-15,150.00,-7.16%,2.76,147.24,9.73%,5356,6005,44.51%,0.23737,73.82%,1.9%,27.4%,"10:44 ET"
CVS,59.03,2024-11-15,55.00,-6.83%,1.01,53.99,9.34%,162,11319,44.06%,0.239164,73.02%,1.9%,27.3%,"10:44 ET"
AVGO,181.25,2024-11-01,167.50,-7.59%,1.36,166.14,9.09%,238,278,44.69%,0.179288,84.54%,0.8%,27.2%,"10:40 ET"
BJ,86.85,2024-11-15,85.00,-2.13%,1.55,83.45,4.07%,233,1414,27.64%,0.369221,61.70%,1.9%,27.1%,"10:44 ET"
CMG,59.65,2024-11-15,55.00,-7.80%,1,54,10.46%,139,5165,45.59%,0.232641,75.18%,1.9%,27.0%,"10:41 ET"
MU,110.03,2024-12-20,100.00,-9.12%,4.25,95.75,14.91%,173,8395,48.98%,0.28681,68.48%,4.4%,27.0%,"10:45 ET"
NVDA,141.24,2024-12-20,124.00,-12.21%,5.25,118.75,18.94%,407,13061,56.20%,0.248266,71.61%,4.4%,26.9%,"10:32 ET"
AMZN,188.52,2024-11-08,175.00,-7.17%,2.28,172.72,9.15%,198,745,43.40%,0.213894,78.00%,1.3%,26.8%,"10:41 ET"
JD,39.65,2024-11-15,35.00,-11.73%,0.63,34.37,15.36%,121,10098,57.63%,0.182331,79.59%,1.8%,26.8%,"10:41 ET"
DGX,148.92,2024-11-15,145.00,-2.63%,2.6,142.4,4.58%,1024,813,29.75%,0.341425,63.41%,1.8%,26.7%,"10:31 ET"
C,62.33,2024-11-15,60.00,-3.74%,1.07,58.93,5.77%,641,15692,32.55%,0.304348,67.27%,1.8%,26.5%,"10:44 ET"
GM,49.17,2024-11-15,46.00,-6.45%,0.82,45.18,8.83%,110,1638,41.14%,0.249658,73.20%,1.8%,26.5%,"10:31 ET"
NVDA,141.24,2024-11-22,120.00,-15.04%,2.72,117.28,20.43%,286,5211,63.89%,0.175208,80.55%,2.3%,26.5%,"10:44 ET"
NVDA,141.24,2024-11-08,126.00,-10.79%,1.59,124.41,13.53%,357,881,54.42%,0.16945,82.76%,1.3%,25.9%,"10:40 ET"
TSLA,219.65,2025-01-17,200.00,-8.95%,11.75,188.25,16.68%,218,36618,50.37%,0.3013,64.76%,6.2%,25.9%,"10:43 ET"
YETI,37.91,2025-01-17,35.00,-7.68%,2.05,32.95,15.05%,404,356,47.29%,0.319215,63.46%,6.2%,25.8%,"10:44 ET"
NFLX,762.67,2024-11-01,740.00,-2.97%,5.7,734.3,3.86%,174,283,27.02%,0.265893,74.00%,0.8%,25.8%,"10:35 ET"
AAPL,235.67,2024-11-01,227.50,-3.47%,1.75,225.75,4.39%,126,1846,30.28%,0.236958,74.90%,0.8%,25.7%,"10:42 ET"
ARM,152.82,2024-11-08,120.00,-21.48%,1.5,118.5,28.96%,260,513,92.87%,0.105613,87.95%,1.3%,25.7%,"10:37 ET"
MU,110.03,2024-11-15,100.00,-9.12%,1.72,98.28,11.96%,116,8796,46.54%,0.215513,78.37%,1.8%,25.6%,"10:45 ET"
NVDA,141.24,2025-01-17,126.00,-10.79%,7.3,118.7,18.99%,212,2894,52.93%,0.282534,66.98%,6.1%,25.5%,"10:23 ET"
ACGL,108.44,2024-11-15,105.00,-3.17%,1.8,103.2,5.08%,123,286,31.75%,0.308168,65.10%,1.7%,25.5%,"09:59 ET"
ELF,115.45,2024-11-08,85.00,-26.38%,1.05,83.95,37.52%,148,431,110.77%,0.083288,89.34%,1.3%,25.4%,"10:38 ET"
NVDA,141.24,2024-11-15,126.00,-10.79%,2.15,123.85,14.04%,621,4753,52.00%,0.192315,79.93%,1.7%,25.3%,"10:43 ET"
AMD,156.3,2024-11-01,135.00,-13.63%,1.02,133.98,16.66%,124,1532,67.64%,0.111457,89.39%,0.8%,25.3%,"10:44 ET"
FCX,48.11,2024-12-20,46.00,-4.39%,1.83,44.17,8.92%,323,657,37.48%,0.348022,61.61%,4.1%,25.2%,"09:56 ET"
UAL,74.33,2024-12-20,70.00,-5.83%,2.76,67.24,10.54%,1250,8541,37.80%,0.333742,65.23%,4.1%,25.0%,"10:44 ET"
TSLA,219.65,2024-11-29,195.00,-11.22%,5.05,189.95,15.64%,108,263,52.21%,0.217753,75.72%,2.7%,24.9%,"10:44 ET"
AAPL,235.67,2024-11-15,230.00,-2.41%,3.85,226.15,4.21%,235,13789,26.78%,0.33901,63.59%,1.7%,24.9%,"10:44 ET"
PLTR,42.93,2024-11-15,35.00,-18.47%,0.58,34.42,24.72%,146,9220,76.09%,0.130567,84.74%,1.7%,24.6%,"10:40 ET"
NVDA,141.24,2025-01-17,125.00,-11.50%,6.95,118.05,19.64%,332,23190,53.00%,0.272356,68.06%,5.9%,24.4%,"10:43 ET"
SBUX,96.57,2024-11-15,90.00,-6.80%,1.47,88.53,9.08%,597,9359,40.72%,0.23733,74.57%,1.7%,24.2%,"10:36 ET"
NVO,117.5,2024-12-20,110.00,-6.38%,4.2,105.8,11.06%,397,2558,41.22%,0.309367,65.35%,4.0%,24.1%,"10:43 ET"
GOOGL,164.31,2024-11-15,155.00,-5.67%,2.52,152.48,7.76%,490,10900,36.05%,0.26086,73.18%,1.7%,24.1%,"10:44 ET"
NVDA,141.24,2024-11-01,128.00,-9.37%,0.92,127.08,11.14%,623,5136,50.99%,0.139985,86.69%,0.7%,24.0%,"10:40 ET"
NVDA,141.24,2024-11-29,120.00,-15.04%,2.99,117.01,20.71%,321,1765,60.45%,0.182396,79.52%,2.6%,23.9%,"10:41 ET"
WFC,64.42,2024-11-01,63.00,-2.20%,0.45,62.55,2.99%,109,363,25.11%,0.263237,69.54%,0.7%,23.9%,"10:44 ET"
AMZN,188.52,2024-11-01,172.50,-8.50%,1.23,171.27,10.07%,273,589,48.82%,0.146864,85.27%,0.7%,23.8%,"10:44 ET"
PLTR,42.93,2024-11-08,34.00,-20.80%,0.39,33.61,27.73%,414,2476,85.74%,0.094357,88.97%,1.2%,23.5%,"10:26 ET"
NVDA,141.24,2024-11-08,125.00,-11.50%,1.43,123.57,14.30%,364,4029,54.58%,0.153955,84.32%,1.2%,23.5%,"10:43 ET"
NVDA,141.24,2024-11-15,125.00,-11.50%,1.96,123.04,14.79%,3423,34919,52.34%,0.178014,81.37%,1.6%,23.3%,"10:44 ET"
TSM,202.5,2024-11-01,190.00,-6.17%,1.32,188.68,7.32%,201,1113,38.67%,0.178736,82.87%,0.7%,23.2%,"10:43 ET"
NVDA,141.24,2024-11-22,118.00,-16.45%,2.33,115.67,22.11%,120,2196,64.33%,0.154574,82.74%,2.0%,23.0%,"10:40 ET"
TSM,202.5,2024-12-20,190.00,-6.17%,6.9,183.1,10.60%,147,1315,38.78%,0.313783,65.74%,3.8%,22.9%,"10:44 ET"
BA,161.57,2025-01-17,155.00,-4.07%,8.05,146.95,9.95%,237,5646,36.60%,0.366674,59.14%,5.5%,22.7%,"10:30 ET"
AMZN,188.52,2024-11-15,175.00,-7.17%,2.67,172.33,9.39%,461,12266,39.73%,0.226623,76.29%,1.5%,22.6%,"10:44 ET"
UAL,74.33,2025-01-17,70.00,-5.83%,3.6,66.4,11.94%,112,3231,37.12%,0.354202,62.90%,5.4%,22.5%,"10:38 ET"
UPS,133.41,2024-11-15,125.00,-6.30%,1.89,123.11,8.37%,1443,2270,38.19%,0.233706,74.26%,1.5%,22.4%,"10:44 ET"
SQ,74.25,2024-12-20,65.00,-12.46%,2.29,62.71,18.40%,253,3277,53.25%,0.226029,73.12%,3.7%,22.2%,"10:37 ET"
AVGO,181.25,2024-12-20,162.00,-10.62%,5.7,156.3,15.96%,297,1232,46.66%,0.256154,72.36%,3.6%,22.2%,"10:44 ET"
TSLA,219.65,2024-11-15,190.00,-13.50%,2.83,187.17,17.35%,651,11138,57.84%,0.153956,83.09%,1.5%,22.1%,"10:43 ET"
GOOGL,164.31,2024-12-20,160.00,-2.62%,5.6,154.4,6.42%,162,7163,29.54%,0.386901,58.78%,3.6%,22.1%,"10:44 ET"
NVDA,141.24,2024-12-20,120.00,-15.04%,4.15,115.85,21.92%,1550,43534,56.46%,0.20564,76.17%,3.6%,21.8%,"10:44 ET"
SMCI,47.92,2024-11-08,33.00,-31.14%,0.35,32.65,46.77%,130,332,115.92%,0.059919,92.63%,1.1%,21.7%,"10:14 ET"
WMT,81.13,2024-11-15,80.00,-1.39%,1.17,78.83,2.92%,249,7175,21.06%,0.37337,60.04%,1.5%,21.7%,"10:38 ET"
NVDA,141.24,2024-11-15,124.00,-12.21%,1.79,122.21,15.57%,373,5385,52.75%,0.164739,82.72%,1.5%,21.4%,"10:44 ET"
META,572.72,2024-11-01,500.00,-12.70%,3.2,496.8,15.28%,103,1780,63.94%,0.102713,88.94%,0.6%,21.4%,"10:44 ET"
NVDA,141.24,2024-11-08,124.00,-12.21%,1.29,122.71,15.10%,100,2424,55.10%,0.140735,85.63%,1.1%,21.3%,"10:43 ET"
WFC,64.42,2024-11-22,62.00,-3.76%,1.13,60.87,5.83%,399,1646,30.34%,0.296474,66.50%,1.9%,21.2%,"10:44 ET"
NVDA,141.24,2024-11-01,127.00,-10.08%,0.8,126.2,11.92%,567,3500,51.79%,0.124615,88.14%,0.6%,21.0%,"10:40 ET"
ASML,717.3,2025-01-17,680.00,-5.20%,32.7,647.3,10.81%,160,294,37.54%,0.341715,61.40%,5.1%,21.0%,"10:22 ET"
